Policies:,ngps - production methane capture,Unnamed: 2,Unnamed: 3,Unit: g CO2e,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
40,50,76838362.729184,77780581.31226881,78722799.8953536,79665018.47843842,80607237.06152321,81549455.644608,93301828.223072,105054200.80153601,116806573.38,128558945.958464,140311318.53692803,141807763.4879808,143304208.4390336,144800653.3900864,146297098.3411392,147793543.292192,147547231.0557952,147300918.8193984,147054606.5830016,146808294.34660482,146561982.110208,151716952.56144002,156871923.012672,162026893.46390402,167181863.915136,172336834.36636803,150424471.35777602,128512108.34918402,106599745.34059203,84687382.33200002,62775019.323408015,64843633.67778242,66912248.03215681,68980862.3865312,71049476.7409056,73118091.09528
50,60,39543241721.694374,31658495938.63823,23773750155.582092,15889004372.525953,8004258589.469814,119512806.41367202,116837901.06322883,114162995.71278562,111488090.36234242,108813185.0118992,106138279.66145602,109667962.4169472,113197645.1724384,116727327.9279296,120257010.6834208,123786693.438912,108167203.1432608,92547712.8476096,76928222.5519584,61308732.2563072,45689241.960656,47296252.91657281,48903263.8724896,50510274.82840641,52117285.7843232,53724296.74024001,42979437.392192006,32234578.044144005,21489718.696096,10744859.348048,0.0,0.0,0.0,0.0,0.0,0.0
60,70,32809400.581776,7885700087.528683,15738590774.475588,23591481461.422497,31444372148.369404,39297262835.31631,39963270118.75106,40629277402.185814,41295284685.62056,41961291969.05531,42627299252.49007,43597337104.32193,44567374956.15379,45537412807.985664,46507450659.81753,47477488511.64939,37986424694.41981,28495360877.190212,19004297059.960625,9513233242.731033,22169425.50144,23214074.6665632,24258723.831686404,25303372.9968096,26348022.161932804,27392671.327056002,28582953.7896896,29773236.2523232,30963518.714956805,32153801.177590407,33344083.640224,41624918.1143712,49905752.5885184,58186587.06266561,66467421.53681283,74748256.01096001
70,80,54329165.72316801,49229350.639504,44129535.55584,39029720.472176,33929905.388512,28830090.304848,25855157.2915328,22880224.278217603,19905291.2649024,16930358.2515872,13955425.238272002,11164340.1906176,8373255.1429632,5582170.095308801,2791085.0476544006,0.0,10646589636.802673,21293179273.605347,31939768910.408016,42586358547.21069,53232948184.01336,42586358547.21069,31939768910.408016,21293179273.605343,10646589636.802671,0.0,5932478.3505792,11864956.7011584,17797435.051737603,23729913.4023168,29662391.752896,23729913.4023168,17797435.051737603,11864956.701158399,5932478.350579199,0.0
80,90,27164582.861584004,23921599.349701762,20678615.837819524,17435632.325937282,14192648.814055042,10949665.3021728,8759732.241738241,6569799.181303681,4379866.120869121,2189933.0604345603,0.0,0.0,0.0,0.0,0.0,0.0,4317807.266483201,8635614.532966401,12953421.799449602,17271229.065932803,21589036.332416,11811776256.014088,23601963475.69576,35392150695.37744,47182337915.05911,58972525134.74078,60226927745.38877,61481330356.036766,62735732966.68474,63990135577.33273,65244538187.98072,52195630550.384575,39146722912.78843,26097815275.192284,13048907637.596142,0.0
90,100,14235717.171648001,11388573.7373184,8541430.302988801,5694286.868659202,2847143.434329601,0.0,0.0,0.0,0.0,0.0,0.0,3646833.007216001,7293666.014432002,10940499.021648003,14587332.028864004,18234165.036080003,14587332.028864004,10940499.021648,7293666.014431998,3646833.007215999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14469461679.458622,28938923358.917244,43408385038.37586,57877846717.83449,72347308397.29312
100,150,273939916218.07727,219154657527.8329,164369398837.5885,109584140147.34412,54798881457.09976,13622766.855376001,14025113.254297601,14427459.6532192,14829806.052140804,15232152.451062404,15634498.849984,12507599.0799872,9380699.309990402,6253799.539993602,3126899.769996801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11159444.2278144,22318888.4556288,33478332.683443207,44637776.9112576,55797221.139072,57635898.4108096,59474575.6825472,61313252.95428481,63151930.226022415,64990607.49776001
150,200,182391628313.08838,280249124637.14197,378106620961.1955,475964117285.24915,573821613609.3027,671679109933.3563,592819511828.7617,513959913724.167,435100315619.5724,356240717514.9778,277381119410.3831,281952000028.446,286522880646.5089,291093761264.57184,295664641882.6347,300235522500.6976,240570600791.9797,180905679083.26184,121240757374.54393,61575835665.82606,1910913957.1081843,1992296372.6566274,2073678788.2050712,2155061203.753515,2236443619.3019586,2317826034.850402,2398044329.7186704,2478262624.5869393,2558480919.4552073,2638699214.323476,2718917509.191745,2823265875.6315556,2927614242.071367,3031962608.511178,3136310974.9509892,3240659341.3908
200,250,261242761453.03165,239341470793.71915,217440180134.40665,195538889475.0941,173637598815.7816,151736308156.4691,236758363984.08823,321780419811.7074,406802475639.3266,491824531466.9458,576846587294.565,589800481811.7458,602754376328.9268,615708270846.1074,628662165363.2883,641616059880.4692,681165629538.7058,720715199196.9425,760264768855.1791,799814338513.4156,839363908171.6523,795930277693.055,752496647214.4576,709063016735.8604,665629386257.2631,622195755778.6656,558604017649.34,495012279520.01434,431420541390.68866,367828803261.3629,304237065132.0372,315307133107.2272,326377201082.4172,337447269057.6072,348517337032.7972,359587405007.9872
250,300,125527370023.48297,103596991636.55751,81666613249.63206,59736234862.70662,37805856475.78117,15875478088.855728,22182801127.601128,28490124166.346527,34797447205.09193,41104770243.83732,47412093282.58271,48187664841.39275,48963236400.202805,49738807959.01285,50514379517.82289,51289951076.632935,85132737150.48117,118975523224.3294,152818309298.17764,186661095372.02585,220503881445.8741,290649397442.5242,360794913439.17426,430940429435.82434,501085945432.47437,571231461429.1245,610463741910.9348,649696022392.745,688928302874.5554,728160583356.3657,767392863838.1759,703826980582.9615,640261097327.7472,576695214072.5328,513129330817.3185,449563447562.1041
300,350,0.0,395146.97345984,790293.9469196801,1185440.9203795202,1580587.8938393602,1975734.8672992005,1765203.4384794882,1554672.009659776,1344140.5808400642,1133609.152020352,923077.72320064,3401831.905648512,5880586.088096384,8359340.270544254,10838094.452992128,13316848.635440001,11372883539.384945,22732450230.13445,34092016920.883953,45451583611.63345,56811150302.38296,53591112364.33098,50371074426.27899,47151036488.22701,43930998550.175026,40710960612.123055,86621334108.75687,132531707605.3907,178442081102.02448,224352454598.65833,270262828095.2921,356421896158.4845,442580964221.677,528740032284.86945,614899100348.0619,701058168411.2543
350,400,218240704716.49936,216599006285.29388,214957307854.0884,213315609422.88287,211673910991.6774,210032212560.47192,168028933516.6012,126025654472.73045,84022375428.85974,42019096384.98899,15817341.1182416,15011669.92239264,14205998.72654368,13400327.53069472,12594656.334845759,11788985.1389968,11007887.36949216,10226789.59998752,9445691.830482882,8664594.060978241,7883496.291473602,4444447427.75522,8881011359.218967,13317575290.682713,17754139222.14646,22190703153.610207,31673234939.575172,41155766725.54014,50638298511.505104,60120830297.47008,69603362083.43504,55682689666.74803,41762017250.06103,27841344833.374012,13920672416.687006,0.0
400,450,145502073426.75986,116402548928.37933,87303024429.99881,58203499931.61827,29103975433.237755,4450934.85723712,44269370560.73063,88534290186.60402,132799209812.47742,177064129438.3508,221329049064.2242,224946758424.04764,228564467783.87103,232182177143.6945,235799886503.5179,239417595863.34137,191534076690.67307,143650557518.0048,95767038345.3365,47883519172.66825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15436130166.053764,30872260332.10753,46308390498.16129,61744520664.21506,77180650830.26883
450,500,8298754.182756801,28010601264.33724,56012903774.491714,84015206284.64621,112017508794.80069,140019811304.95517,141525629927.75317,143031448550.55118,144537267173.34915,146043085796.14713,147548904418.94513,118039123535.15611,88529342651.36708,59019561767.57806,29509780883.78903,0.0,53022455997.25567,106044911994.51134,159067367991.76703,212089823989.02267,265112279986.27835,212090196140.15384,159068112294.02933,106046028447.90479,53023944601.78028,1860755.6557968,1941610.2950339203,2022464.93427104,2103319.57350816,2184174.21274528,2265028.8519824,1812023.08158592,1359017.31118944,906011.5407929597,453005.7703964799,0.0
500,550,24248783886.432674,34996149361.13358,45743514835.8345,56490880310.53542,67238245785.23634,77985611259.93726,73906768493.93637,69827925727.9355,65749082961.93463,61670240195.93377,57591397429.93289,77995703274.54768,98400009119.16248,118804314963.77727,139208620808.3921,159612926653.00687,127690341322.40547,95767755991.80412,63845170661.20275,31922585330.60138,0.0,58713713645.93505,117427427291.8701,176141140937.80515,234854854583.7402,293568568229.67523,234857080218.29483,176145592206.91443,117434104195.53401,58722616184.15359,11128172.7731664,12041006.97214912,12953841.171131842,13866675.370114561,14779509.569097282,15692343.768080004
550,600,53948493599.89164,43158794879.91331,32369096159.934986,21579397439.956654,10789698719.978327,0.0,4918296813.964845,9836593627.92969,14754890441.894535,19673187255.85938,24591484069.824226,32132936716.079727,39674389362.33521,47215842008.59071,54757294654.84621,62298747301.1017,85188719806.56693,108078692312.03215,130968664817.49736,153858637322.96262,176748609828.42783,141400792611.6754,106052975394.923,70705158178.1706,35357340961.41818,9523744.665780801,64993799301.21353,129978074857.76128,194962350414.30905,259946625970.85678,324930901527.4045,259946017391.6011,194961133255.79776,129976249119.99438,64991364984.191,6480848.387585601
600,650,0.0,148759.880175872,297519.760351744,446279.6405276161,595039.5207034881,743799.40087936,595039.5207034881,446279.640527616,297519.760351744,148759.880175872,0.0,1368149.62024832,2736299.24049664,4104448.86074496,5472598.48099328,6840748.101241601,13802343783.783728,27597846819.466213,41393349855.1487,55188852890.831184,68984355926.51367,55187484741.21094,41390613555.9082,27593742370.60547,13796871185.302734,0.0,1112817.27731776,2225634.55463552,3338451.83195328,4451269.10927104,5564086.3865888,4451269.10927104,3338451.8319532797,2225634.5546355196,1112817.2773177598,0.0
650,700,0.0,0.0,0.0,0.0,0.0,0.0,1173090.87363552,2346181.74727104,3519272.62090656,4692363.49454208,5865454.3681776,5325083243.602421,10644301032.836664,15963518822.070911,21282736611.305153,26601954400.539394,21282373456.902855,15962792513.266323,10643211569.629784,5323630625.993246,4049682.3567088,39146670109.54869,78289290536.74066,117431910963.93265,156574531391.12463,195717151818.3166,156573721454.65326,117430291090.98996,78286860727.32664,39143430363.66333,0.0,72060821533.20312,144121643066.40625,216182464599.60934,288243286132.8125,360304107666.01556
700,750,967017.45860608,773613.966884864,580210.475163648,386806.983442432,193403.491721216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5891350626.945504,11782701253.891008,17674051880.83651,23565402507.782017,29456753134.727524,38843272209.16751,48229791283.6075,57616310358.047485,67002829432.48748,76389348506.92747,104435597896.57573,132481847286.224,160528096675.87228,188574346065.52054,216620595455.16882,173296476364.13507,129972357273.1013,86648238182.06752,43324119091.03376,0.0
750,800,0.0,1022146.21438272,2044292.42876544,3066438.64314816,4088584.85753088,5110731.0719136,4088584.85753088,3066438.64314816,2044292.42876544,1022146.21438272,0.0,684074.81012416,1368149.62024832,2052224.43037248,2736299.24049664,3420374.0506208003,2736299.24049664,2052224.43037248,1368149.62024832,684074.81012416,0.0,6523746192.455296,13047492384.910591,19571238577.36589,26094984769.821182,32618730962.276478,43005009651.18409,53391288340.0917,63777567028.99931,74163845717.90692,84550124406.81453,67640099525.45162,50730074644.08872,33820049762.725815,16910024881.362907,0.0
800,850,4815485.081052801,3852388.064842241,2889291.0486316807,1926194.03242112,963097.01621056,0.0,586545.4368166401,1173090.8736332802,1759636.3104499204,2346181.7472665603,2932727.1840832005,2346181.7472665603,1759636.3104499201,1173090.87363328,586545.43681664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48040548801.42201,96081097602.84402,144121646404.26605,192162195205.68805,240202744007.11005
850,900,0.0,511073.10719136,1022146.21438272,1533219.32157408,2044292.42876544,2555365.5359568,2044292.42876544,1533219.32157408,1022146.21438272,511073.10719136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7220686793.327326,14441373586.654652,21662060379.98198,28882747173.309303,36103433966.63663,47633661985.397316,59163890004.158005,70694118022.9187,82224346041.67938,93754574060.44006
900,950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950,1000,2407742.5405264003,1926194.0324211204,1444645.5243158403,963097.01621056,481548.50810528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8006757855.415336,16013515710.830671,24020273566.246006,32027031421.661343,40033789277.07668
1000,1050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1050,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
