Policy:,F-gas substitution,Unit: g CO2e,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
-650,-600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-600,-550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-550,-500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-500,-450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-450,-400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-400,-350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-350,-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-300,-250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-250,-200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-200,-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-150,-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-100,-90,0.0,0.0,0.0,0.0,0.0,0.0,134645670.18672,269291340.37344,403937010.56016,538582680.74688,673228350.9336,4315070761.36764,7956913171.80168,11598755582.23572,15240597992.669762,18882440403.1038,22417472302.91364,25952504202.72348,29487536102.53332,33022568002.343163,36557599902.153,42003627121.4485,47449654340.743996,52895681560.0395,58341708779.335,63787735998.630486,68673282861.70958,73558829724.78867,78444376587.86774,83329923450.94682,88215470314.02591,94210702180.86232,100205934047.69875,106201165914.53516,112196397781.37158,118191629648.208,118191629648.208,118191629648.208,118191629648.208,118191629648.208,118191629648.208,118191629648.208,118191629648.208,118191629648.208,118191629648.208,118191629648.208,118191629648.208,118191629648.208,118191629648.208,118191629648.208,118191629648.208,118191629648.208,118191629648.208,118191629648.208,118191629648.208,118191629648.208
-90,-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-80,-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-70,-60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-60,-50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-50,-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-40,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30,-20,0.0,27996048.447679996,55992096.89535999,83988145.34303999,111984193.79071999,139980242.23839998,506645406.1307201,873310570.0230399,1239975733.9153597,1606640897.80768,1973306061.6999998,2896082215.01114,3818858368.32228,4741634521.63342,5664410674.94456,6587186828.2557,7117510586.97704,7647834345.6983795,8178158104.419722,8708481863.14106,9238805621.8624,9956431388.854979,10674057155.847559,11391682922.84014,12109308689.83272,12826934456.8253,12993118353.18808,13159302249.55086,13325486145.91364,13491670042.27642,13657853938.6392,13937744498.252901,14217635057.8666,14497525617.4803,14777416177.094,15057306736.707699,15057306736.707699,15057306736.707699,15057306736.707699,15057306736.707699,15057306736.707699,15057306736.707699,15057306736.707699,15057306736.707699,15057306736.707699,15057306736.707699,15057306736.707699,15057306736.707699,15057306736.707699,15057306736.707699,15057306736.707699,15057306736.707699,15057306736.707699,15057306736.707699,15057306736.707699,15057306736.707699
-20,-10,0.0,0.0,0.0,0.0,0.0,0.0,21357814630.02768,42715629260.05536,64073443890.083046,85431258520.11072,106789073150.1384,118569666845.72328,130350260541.30812,142130854236.89297,153911447932.47784,165692041628.06268,166800278238.95197,167908514849.84125,169016751460.73053,170124988071.6198,171233224682.5091,180119969695.80585,189006714709.1026,197893459722.39935,206780204735.69614,215666949748.9929,220514442026.61496,225361934304.237,230209426581.85907,235056918859.48114,239904411137.1032,244818510115.14587,249732609093.1886,254646708071.2313,259560807049.27408,264474906027.31668,299193909117.25977,307423830301.05273,315653751484.84375,323883672668.6367,332113593852.42773,340343515036.2207,348573436220.0117,356803357403.80273,365033278587.5957,373263199771.3867,381493120955.1797,389723042138.9707,397952963322.7637,406182884506.5547,414412805690.3457,422642726874.1387,430872648057.9297,439102569241.72266,447332490425.5137,455562411609.30664
-10,0,0.0,46184167.14948,92368334.29896,138552501.44844,184736668.59792,230920835.7474,15542843352.15926,30854765868.571117,46166688384.98297,61478610901.39484,76790533417.8067,112017392096.45888,147244250775.11105,182471109453.7632,217697968132.4154,252924826811.0676,274871053406.96854,296817280002.8695,318763506598.7705,340709733194.67145,362655959790.5724,484342807261.9642,606029654733.356,727716502204.7477,849403349676.1395,971090197147.5312,1093799089680.3956,1216507982213.2598,1339216874746.1243,1461925767278.9885,1584634659811.8528,1762865039583.9907,1941095419356.1287,2119325799128.2666,2297556178900.4043,2475786558672.5425,1867037603794.1094,1932419523571.1406,1997801443348.1562,2063183363125.1877,2128565282902.2031,2193947202679.2344,2259329122456.25,2324711042233.2812,2390092962010.297,2455474881787.3125,2520856801564.3438,2586238721341.3594,2651620641118.3906,2717002560895.4062,2782384480672.4375,2847766400449.453,2913148320226.4844,2978530240003.5,3043912159780.5312,3109294079557.547
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,10,0.0,0.0,0.0,0.0,0.0,0.0,9862266480.922699,19724532961.845398,29586799442.768093,39449065923.690796,49311332404.613495,64275637356.33157,79239942308.04965,94204247259.76775,109168552211.48582,124132857163.2039,183623467758.29788,243114078353.39188,302604688948.48584,362095299543.57983,421585910138.6738,505426808143.9655,589267706149.2573,673108604154.549,756949502159.8407,840790400165.1324,922605434269.6433,1004420468374.1544,1086235502478.6655,1168050536583.1763,1249865570687.6873,1328471617633.4736,1407077664579.26,1485683711525.0464,1564289758470.8328,1642895805416.6191,1420375523428.5781,1469589338855.5781,1518803154282.5781,1568016969709.5781,1617230785136.5781,1666444600563.5938,1715658415990.5938,1764872231417.5938,1814086046844.5938,1863299862271.5938,1912513677698.5938,1961727493125.5938,2010941308552.5938,2060155123979.5938,2109368939406.594,2158582754833.594,2207796570260.5938,2257010385687.5938,2306224201114.5938,2355438016541.6094
10,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883613782.93484,1767227565.86968,2650841348.80452,3534455131.73936,4418068914.6742,5700359423.64482,6982649932.61544,8264940441.586059,9547230950.556679,10829521459.5273,12042724783.53232,13255928107.53734,14469131431.54236,15682334755.547382,16895538079.552402,16894840658.642403,16894143237.7324,16893445816.822403,16892748395.9124,16892050975.002401,19603380421.1766,22314709867.3508,25026039313.525,27737368759.6992,30448698205.873398,24806123026.942383,25641706265.99414,26477289505.046143,27312872744.0979,28148455983.14966,28984039222.20166,29819622461.253418,30655205700.30518,31490788939.357178,32326372178.40894,33161955417.46069,33997538656.5127,34833121895.56445,35668705134.61621,36504288373.66821,37339871612.71997,38175454851.77173,39011038090.82373,39846621329.87549,40682204568.927246
20,30,0.0,0.0,0.0,0.0,0.0,0.0,11281903.971402,22563807.942804,33845711.914206,45127615.885608,56409519.85701,360317510.23986804,664225500.6227261,968133491.0055841,1272041481.388442,1575949471.7713,3371519391.47588,5167089311.18046,6962659230.88504,8758229150.58962,10553799070.2942,29596152657.54112,48638506244.78803,67680859832.03497,86723213419.28188,105765567006.5288,127002538145.46144,148239509284.3941,169476480423.32678,190713451562.25943,211950422701.1921,230648335253.4988,249346247805.80554,268044160358.1123,286742072910.419,305439985462.7257,224306680770.05078,232578767575.58398,240850854381.1172,249122941186.65234,257395027992.18558,265667114797.71872,273939201603.25195,282211288408.7871,290483375214.3203,298755462019.8535,307027548825.3867,315299635630.9219,323571722436.4551,331843809241.9883,340115896047.5215,348387982853.05664,356660069658.58984,364932156464.12305,373204243269.65625,381476330075.1914
30,40,0.0,0.0,0.0,0.0,0.0,0.0,10269076.30148,20538152.60296,30807228.904440008,41076305.20592,51345381.507400006,382134876.59958,712924371.6917601,1043713866.78394,1374503361.87612,1705292856.9682999,2408696161.72858,3112099466.4888597,3815502771.2491407,4518906076.00942,5222309380.7697,12758816033.601738,20295322686.43378,27831829339.26582,35368335992.097855,42904842644.9299,53205071389.67516,63505300134.42042,73805528879.16568,84105757623.91093,94405986368.6562,100281190872.19237,106156395375.72852,112031599879.26468,117906804382.80086,123782008886.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75306.3943648,150612.7887296,225919.1830944,301225.5774592,376531.971824,633677.5641092,890823.1563944,1147968.7486796,1405114.3409648,1662259.93325,1892559.02114,2122858.10903,2353157.1969199996,2583456.28481,2813755.3726999997,3103605.467914,3393455.5631279997,3683305.658342,3973155.753556,4263005.84877,4406613.24319,4550220.637610001,4693828.03203,4837435.426450001,4981042.82087,4679259.12973249,4841319.842307627,5003380.554882765,5165441.267457902,5327501.98003304,5489562.692608118,5651623.405183256,5813684.117758393,5975744.830333531,6137805.5429086685,6299866.255483806,6461926.968058944,6623987.680634081,6786048.393209219,6948109.105784357,7110169.818359494,7272230.530934632,7434291.243509769,7596351.956084907,7758412.668660045
50,60,0.0,0.0,0.0,0.0,0.0,0.0,3015641.596,6031283.192,9046924.788,12062566.384,15078207.98,93725161.42323999,172372114.86648,251019068.30972007,329666021.75296,408312975.19619995,537557387.72454,666801800.2528801,796046212.7812201,925290625.3095601,1054535037.8378999,1219006511.38274,1383477984.9275799,1547949458.47242,1712420932.0172598,1876892405.5621002,1953321602.1955001,2029750798.8288999,2106179995.4623,2182609192.0957,2259038388.7290998,2379073342.3083997,2499108295.8876996,2619143249.467,2739178203.0463,2859213156.6256,2859213156.6256,2859213156.6256,2859213156.6256,2859213156.6256,2859213156.6256,2859213156.6256,2859213156.6256,2859213156.6256,2859213156.6256,2859213156.6256,2859213156.6256,2859213156.6256,2859213156.6256,2859213156.6256,2859213156.6256,2859213156.6256,2859213156.6256,2859213156.6256,2859213156.6256,2859213156.6256
60,70,0.0,1047059334.81454,2094118669.62908,3141178004.4436197,4188237339.25816,5235296674.0727,20703870803.11772,36172444932.16274,51641019061.207756,67109593190.25278,82578167319.2978,109501647949.21864,136425128579.13948,163348609209.0603,190272089838.98114,217195570468.902,227351206541.06082,237506842613.2196,247662478685.3784,257818114757.5372,267973750829.69598,225243540108.20337,182513329386.71072,139783118665.21805,97052907943.72542,54322697222.232796,54968331009.149536,55613964796.06628,56259598582.983025,56905232369.899765,57550866156.816505,58751407265.66316,59951948374.50983,61152489483.35648,62353030592.20314,63553571701.0498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,150,0.0,0.0,0.0,0.0,0.0,0.0,4430073499.67956,8860146999.35912,13290220499.03868,17720293998.71824,22150367498.3978,27110277116.29866,32070186734.199516,37030096352.10037,41990005970.001236,46949915587.9021,50974160432.81558,54998405277.72906,59022650122.64254,63046894967.556015,67071139812.46949,72057136893.27242,77043133974.07533,82029131054.87827,87015128135.68118,92001125216.4841,93901796638.96547,95802468061.44687,97703139483.92824,99603810906.40962,101504482328.891,103583508729.934,105662535130.977,107741561532.02,109820587933.063,111899614334.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
