Policy:,coal mining - methane destruction,Unit: g CO2e,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
-650,-600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-600,-550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-550,-500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-500,-450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-450,-400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-400,-350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-350,-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-300,-250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-250,-200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-200,-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-150,-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-100,-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-90,-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-80,-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-70,-60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-60,-50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-50,-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-40,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30,-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-20,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,10,1226234819499.0762,1236964952271.8965,1247695085044.7166,1258425217817.537,1269155350590.3572,1279885483363.1775,1285766034011.263,1291646584659.3486,1297527135307.434,1303407685955.5198,1309288236603.6052,1307741557170.8684,1306194877738.1316,1304648198305.395,1303101518872.6582,1301554839439.9214,1304906486469.3196,1308258133498.7178,1311609780528.116,1314961427557.5142,1318313074586.9124,1320757165698.3337,1323201256809.7551,1325645347921.1763,1328089439032.5977,1330533530144.019,1336115185322.2383,1341696840500.4573,1347278495678.6763,1352860150856.8953,1358441806035.1145,1363199473543.5566,1367957141051.9988,1372714808560.441,1377472476068.8833,1382230143577.3254,1378517547535.4111,1381987745690.3389,1385457943845.2666,1388928142000.1943,1392398340155.122,1395868538310.0498,1399338736464.9775,1402808934619.9043,1406279132774.832,1409749330929.7598,1413219529084.6875,1416689727239.6152,1420159925394.543,1423630123549.4707,1427100321704.3984,1430570519859.3262,1434040718014.254,1437510916169.1816,1440981114324.1094,1444451312479.037
10,20,311093995128.7582,312008670100.1272,312923345071.4962,313838020042.86523,314752695014.23425,315667369985.6033,317127849497.2499,318588329008.89636,320048808520.54297,321509288032.18945,322969767543.83606,324525748125.8591,326081728707.882,327637709289.905,329193689871.92804,330749670453.95105,331718283458.3796,332686896462.80804,333655509467.2366,334624122471.66504,335592735476.0935,338292300686.0073,340991865895.9212,343691431105.8351,346390996315.7489,349090561525.6627,350761770138.28357,352432978750.90454,354104187363.5254,355775395976.1463,357446604588.7672,359064063900.84863,360681523212.93,362298982525.01135,363916441837.0928,365533901149.1742,365723005901.0454,367342466825.5713,368961927750.09717,370581388674.62354,372200849599.1494,373820310523.6753,375439771448.2012,377059232372.72705,378678693297.2529,380298154221.7788,381917615146.3047,383537076070.83057,385156536995.35645,386775997919.8823,388395458844.4082,390014919768.9346,391634380693.46045,393253841617.9863,394873302542.5122,396492763467.0381
20,30,338956980.2674721,363887661.9515425,388818343.63561285,413749025.31968325,438679707.0037536,463610388.68782395,483385848.92920005,503161309.170576,522936769.411952,542712229.6533281,562487689.8947041,569654652.4996544,576821615.1046047,583988577.7095553,591155540.3145056,598322502.919456,645204376.3128768,692086249.7062976,738968123.0997185,785849996.4931393,832731869.8865601,1823742652.3118656,2814753434.7371707,3805764217.162476,4796774999.587782,5787785782.013087,5823931137.449151,5860076492.885216,5896221848.32128,5932367203.757344,5968512559.193408,6291846389.416762,6615180219.640115,6938514049.863469,7261847880.0868225,7585181710.310176,6893373757.814209,7123586648.57489,7353799539.335571,7584012430.096253,7814225320.856934,8044438211.617555,8274651102.378235,8504863993.138917,8735076883.899597,8965289774.660278,9195502665.420898,9425715556.18158,9655928446.94226,9886141337.702942,10116354228.463623,10346567119.224243,10576780009.984924,10806992900.745605,11037205791.506287,11267418682.266968
30,40,207856883.35316804,205824281.38012165,203791679.40707523,201759077.4340288,199726475.4609824,197693873.48793602,201771164.1383872,205848454.78883842,209925745.43928963,214003036.08974084,218080326.74019203,216118825.83240324,214157324.92461443,212195824.01682562,210234323.10903683,208272822.20124802,218651711.99896643,229030601.79668483,239409491.59440324,249788381.39212164,260167271.18984002,249508931.7672,238850592.34455997,228192252.92192,217533913.49928,206875574.07663998,243315768.661056,279755963.245472,316196157.829888,352636352.41430396,389076546.99872,419907739.0367552,450738931.0747904,481570123.11282563,512401315.1508609,543232507.1888961,403672485.7190914,410996974.0686226,418321462.41815567,425645950.76768684,432970439.117218,440294927.4667511,447619415.8162823,454943904.16581345,462268392.5153465,469592880.86487764,476917369.21440893,484241857.563942,491566345.9134731,498890834.26300424,506215322.6125355,513539810.96206856,520864299.31159973,528188787.66113085,535513276.0106639,542837764.3601952
40,50,86834573.303296,97170973.0219648,107507372.74063362,117843772.4593024,128180172.17797123,138516571.89664003,149531926.26126724,160547280.62589443,171562634.99052164,182577989.35514882,193593343.719776,191962539.1018944,190331734.4840128,188700929.86613122,187070125.24824962,185439320.63036802,181982876.03442243,178526431.43847683,175069986.84253123,171613542.2465856,168157097.65064,167593034.74094722,167028971.83125442,166464908.92156163,165900846.01186883,165336783.10217604,168994299.95096323,172651816.79975045,176309333.64853764,179966850.49732482,183624367.346112,194282906.0135712,204941444.6810304,215599983.3484896,226258522.01594883,236917060.68340802,212695448.8792286,214966385.56986427,217237322.2605009,219508258.9511366,221779195.64177227,224050132.3324089,226321069.0230446,228592005.71368027,230862942.40431687,233133879.0949526,235404815.78558826,237675752.47622493,239946689.16686058,242217625.85749626,244488562.54813293,246759499.23876858,249030435.92940426,251301372.62004092,253572309.31067657,255843246.00131226
50,60,17248526662.588146,17380390703.678154,17512254744.768158,17644118785.858166,17775982826.948174,17907846868.038177,17991469442.8444,18075092017.65062,18158714592.45684,18242337167.263058,18325959742.06928,18345240446.44789,18364521150.826504,18383801855.205112,18403082559.583725,18422363263.962334,14766072776.867104,11109782289.771872,7453491802.6766405,3797201315.581409,140910828.486176,144653149.06564483,148395469.64511362,152137790.2245824,155880110.80405122,159622431.38352,156963177.549248,154303923.714976,151644669.88070405,148985416.04643202,146326162.21216002,136516493.6870112,126706825.16186243,116897156.6367136,107087488.11156482,97277819.586416,97277819.586416,97277819.586416,97277819.586416,97277819.586416,97277819.586416,97277819.586416,97277819.586416,97277819.586416,97277819.586416,97277819.586416,97277819.586416,97277819.586416,97277819.586416,97277819.586416,97277819.586416,97277819.586416,97277819.586416,97277819.586416,97277819.586416,97277819.586416
60,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3716422259.8075776,7432844519.615155,11149266779.422733,14865689039.23031,18582111299.03789,18670357541.472137,18758603783.906384,18846850026.34063,18935096268.774876,19023342511.20912,19117951128.98102,19212559746.752922,19307168364.524815,19401776982.296715,19496385600.068615,19570878416.47443,19645371232.88025,19719864049.28606,19794356865.69188,19868849682.097694,19868849682.097694,19868849682.097694,19868849682.097694,19868849682.097694,19868849682.097694,19868849682.097694,19868849682.097694,19868849682.097694,19868849682.097694,19868849682.097694,19868849682.097694,19868849682.097694,19868849682.097694,19868849682.097694,19868849682.097694,19868849682.097694,19868849682.097694,19868849682.097694,19868849682.097694,19868849682.097694
70,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4505075.3978944,9010150.7957888,13515226.1936832,18020301.5915776,22525376.989472,42165884.92269441,61806392.8559168,81446900.78913921,101087408.72236162,120727916.65558402,47775565.34906387,49645099.4596529,51514633.57024193,53384167.68083048,55253701.791419506,57123235.90200853,58992770.012597084,60862304.12318611,62731838.23377514,64601372.34436369,66470906.45495272,68340440.56554174,70209974.67613077,72079508.78671932,73949042.89730835,75818577.00789738,77688111.11848593,79557645.22907495,81427179.33966398,83296713.45025301
80,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
